id,holiday,workingday,humidity,windspeed,demand,temp_code,weather_code
1973,No,Yes,94,0,2.079441542,18.04-21.97-Mild,-1
1974,No,Yes,82,6.0032,1.945910149,18.86-22.725-Mild,-1
1975,No,Yes,82,11.0014,1.386294361,17.22-21.21-Mild,-1
1976,No,Yes,77,11.0014,3.135494216,21.95-21.21-Mild,-1
1977,No,Yes,72,16.9979,4.48863637,18.04-21.97-Mild,-1
1978,No,Yes,63,16.9979,5.468060141,19.68-23.485-Mild,-1
1979,No,Yes,55,15.0013,5.924255797,21.95-25-Mild,-1
1980,No,Yes,56,11.0014,5.18178355,22.14-25.76-Mild,-1
1981,No,Yes,52,12.998,4.779123493,22.96-26.515-Mild,-1
1982,No,Yes,46,15.0013,4.828313737,24.6-31.06-Mild,-1
1983,No,Yes,43,12.998,5.272999559,24.6-31.06-Mild,-1
1984,No,Yes,38,19.0012,5.159055299,25.42-31.06-Hot,-1
1985,No,Yes,41,15.0013,5.087596335,25.42-31.06-Hot,-1
1986,No,Yes,41,15.0013,5.293304825,25.42-31.06-Hot,-1
1987,No,Yes,38,15.0013,5.717027701,26.24-31.06-Hot,-1
1988,No,Yes,38,16.9979,6.393590754,25.42-31.06-Hot,-1
1989,No,Yes,38,19.9995,6.261491684,25.42-31.06-Hot,-1
1990,No,Yes,43,,5.950642553,23.78-27.275-Mild,-1
1991,No,Yes,49,12.998,5.476463552,22.14-25.76-Mild,-1
1992,No,Yes,59,8.9981,5.049856007,21.32-25-Mild,-1
1993,No,Yes,68,6.0032,4.753590191,21.32-25-Mild,-1
1994,No,Yes,68,6.0032,4.110873864,20.5-24.24-Mild,-1
1995,No,Yes,63,0,2.890371758,19.68-23.485-Mild,-1
1996,No,Yes,59,6.0032,2.708050201,18.86-22.725-Mild,-1
1997,No,Yes,58,8.9981,1.609437912,18.04-21.97-Mild,-1
1998,No,Yes,54,12.998,1.386294361,18.04-21.97-Mild,-1
1999,No,Yes,62,16.9979,0.6931471806,17.22-21.21-Mild,-1
2000,No,Yes,66,15.0013,3.36729583,16.4-20.455-Mild,-1
2001,No,Yes,67,8.9981,4.718498871,17.22-21.21-Mild,-1
2002,No,Yes,62,8.9981,5.749392986,18.04-21.97-Mild,-2
2003,No,Yes,51,7.0015,6.052089169,20.5-24.24-Mild,-2
2004,No,Yes,48,7.0015,5.323009979,21.32-25-Mild,-2
2005,No,Yes,37,6.0032,4.844187086,22.96-26.515-Mild,-2
2006,No,Yes,43,8.9981,4.828313737,22.96-26.515-Mild,-2
2007,No,Yes,38,0,5.379897354,21.95-31.06-Mild,-2
2008,No,Yes,38,16.9979,5.308267697,25.42-31.06-Hot,-2
2009,No,Yes,33,,5.170483995,25.42-31.06-Hot,-2
2010,No,Yes,33,6.0032,5.192956851,26.24-31.06-Hot,-2
2011,No,Yes,31,7.0015,5.789960171,27.06-31.06-Hot,-1
2012,No,Yes,33,0,6.415096959,26.24-31.06-Hot,-1
2013,No,Yes,29,8.9981,6.309918278,26.24-31.06-Hot,-1
2014,No,Yes,43,15.0013,6.073044534,24.6-31.06-Mild,-1
2015,No,Yes,60,8.9981,5.673323267,22.14-25.76-Mild,-1
2016,No,Yes,52,0,5.313205979,21.95-25.76-Mild,-1
2017,No,Yes,55,7.0015,5.010635294,21.32-25-Mild,-1
2018,No,Yes,59,8.9981,4.394449155,21.32-25-Mild,-2
2019,No,Yes,55,8.9981,3.63758616,21.32-25-Mild,-2
2020,No,Yes,59,7.0015,2.995732274,20.5-24.24-Mild,-2
2021,No,Yes,59,0,2.302585093,21.32-25-Mild,-1
2022,No,Yes,63,15.0013,1.098612289,20.5-24.24-Mild,-1
2023,No,Yes,88,8.9981,0.6931471806,19.68-23.485-Mild,-2
2024,No,Yes,88,8.9981,2.995732274,18.86-22.725-Mild,-1
2025,No,Yes,82,8.9981,4.59511985,18.86-22.725-Mild,-1
2026,No,Yes,72,12.998,5.762051383,19.68-23.485-Mild,-1
2027,No,Yes,77,16.9979,6.091309882,19.68-23.485-Mild,-1
2028,No,Yes,72,8.9981,5.313205979,21.32-25-Mild,-1
2029,No,Yes,68,6.0032,5.036952602,22.14-25.76-Mild,-1
2030,No,Yes,64,6.0032,4.94875989,22.96-26.515-Mild,-1
2031,No,Yes,56,0,5.420534999,24.6-31.06-Mild,-1
2032,No,Yes,50,0,5.262690189,21.95-31.06-Mild,-1
2033,No,Yes,53,6.0032,5.176149733,25.42-31.06-Hot,-1
2034,No,Yes,41,0,5.187385806,26.24-31.06-Hot,-1
2035,No,Yes,39,0,5.666426688,21.95-31.06-Mild,-1
2036,No,Yes,47,,5.556828062,26.24-31.06-Hot,-1
2037,No,Yes,50,19.9995,5.613128106,25.42-31.06-Hot,-1
2038,No,Yes,52,8.9981,5.993961427,22.96-26.515-Mild,-1
2039,No,Yes,64,8.9981,5.609471795,21.95-25.76-Mild,-1
2040,No,Yes,60,0,5.455321115,21.95-25.76-Mild,-1
2041,No,Yes,72,16.9979,4.983606622,20.5-24.24-Mild,-1
2042,No,Yes,88,16.9979,4.394449155,18.86-22.725-Mild,-1
2043,No,Yes,88,15.0013,3.784189634,18.86-22.725-Mild,-2
2044,No,Yes,88,15.0013,2.833213344,21.95-22.725-Mild,-1
2045,No,Yes,94,12.998,2.708050201,21.95-21.97-Mild,-1
2046,No,Yes,88,8.9981,1.609437912,18.04-21.97-Mild,-1
2047,No,Yes,94,0,1.791759469,17.22-25.54-Mild,-1
2048,No,Yes,94,8.9981,3.36729583,17.22-21.21-Mild,-1
2049,No,Yes,88,0,4.718498871,18.04-21.97-Mild,-1
2050,No,Yes,88,8.9981,5.693732139,18.86-22.725-Mild,-1
2051,No,Yes,82,12.998,6.042632834,21.95-23.485-Mild,-1
2052,No,Yes,77,19.0012,5.356586275,21.95-24.24-Mild,-2
2053,No,Yes,68,15.0013,4.990432587,22.14-25.76-Mild,-2
2054,No,Yes,60,15.0013,5.187385806,23.78-27.275-Mild,-1
2055,No,Yes,60,15.0013,5.332718793,23.78-27.275-Mild,-1
2056,No,Yes,57,19.9995,5.384495063,25.42-31.06-Hot,-2
2057,No,Yes,61,15.0013,5.252273428,25.42-30.305-Hot,-2
2058,No,Yes,53,16.9979,5.379897354,26.24-31.06-Hot,-2
2059,No,Yes,57,16.9979,5.66296048,26.24-31.06-Hot,-2
2060,No,Yes,57,12.998,6.386879319,26.24-31.06-Hot,-2
2061,No,Yes,69,15.0013,6.267200549,21.95-30.305-Mild,-1
2062,No,Yes,64,12.998,5.897153868,24.6-30.305-Mild,-2
2063,No,Yes,64,12.998,5.620400866,24.6-30.305-Mild,-1
2064,No,Yes,83,8.9981,5.407171771,22.96-26.515-Mild,-1
2065,No,Yes,83,12.998,5.147494477,22.14-25.76-Mild,-1
2066,No,Yes,77,12.998,4.634728988,22.14-25.76-Mild,-2
2067,No,Yes,83,11.0014,3.951243719,21.32-25-Mild,-2
2068,No,Yes,83,11.0014,2.995732274,21.32-25-Mild,-1
2069,No,Yes,88,8.9981,2.397895273,21.95-24.24-Mild,-2
2070,No,Yes,88,8.9981,1.386294361,20.5-24.24-Mild,-2
2071,No,Yes,88,11.0014,1.609437912,20.5-24.24-Mild,-3
2072,No,Yes,88,12.998,3.218875825,20.5-24.24-Mild,-2
2073,No,Yes,88,8.9981,4.406719247,20.5-24.24-Mild,-3
2074,No,Yes,88,11.0014,5.056245805,21.95-24.24-Mild,-3
2075,No,Yes,88,12.998,5.958424693,20.5-24.24-Mild,-2
2076,No,Yes,88,12.998,5.451038454,20.5-24.24-Mild,-2
2077,No,Yes,83,8.9981,4.86753445,21.95-25-Mild,-2
2078,No,Yes,83,11.0014,4.983606622,21.32-25-Mild,-2
2079,No,Yes,88,12.998,5.407171771,21.32-25-Mild,-2
2080,No,Yes,88,26.0027,5.420534999,21.32-25-Mild,-2
2081,No,Yes,87,19.0012,5.247024072,21.32-25-Mild,-2
2082,No,Yes,88,11.0014,5.288267031,21.32-25-Mild,-2
2083,No,Yes,88,8.9981,5.703782475,21.95-25-Mild,-2
2084,No,Yes,88,11.0014,6.196444128,21.32-25-Mild,-3
2085,No,Yes,88,11.0014,5.986452005,21.32-25-Mild,-3
2086,No,Yes,83,12.998,5.598421959,21.32-25-Mild,-2
2087,No,Yes,83,8.9981,5.023880521,21.32-25-Mild,-2
2088,No,Yes,84,11.0014,5.036952602,21.32-25-Mild,-2
2089,No,Yes,83,15.0013,4.882801923,21.32-25-Mild,-2
2090,No,Yes,88,11.0014,4.779123493,21.95-24.24-Mild,-3
2091,No,No,88,8.9981,4.624972813,21.95-24.24-Mild,-2
2092,No,No,88,8.9981,4.406719247,20.5-24.24-Mild,-2
2093,No,No,88,8.9981,3.951243719,20.5-24.24-Mild,-2
2094,No,No,88,8.9981,3.555348061,20.5-24.24-Mild,-2
2095,No,No,82,11.0014,1.609437912,20.5-24.24-Mild,-2
2096,No,No,82,7.0015,2.63905733,20.5-24.24-Mild,-2
2097,No,No,88,7.0015,2.397895273,20.5-24.24-Mild,-2
2098,No,No,100,0,3.465735903,19.68-23.485-Mild,-3
2099,No,No,94,0,4.477336814,20.5-24.24-Mild,-3
2100,No,No,94,6.0032,4.605170186,21.32-25.54-Mild,-2
2101,No,No,94,11.0014,5.117993812,21.32-25-Mild,-2
2102,No,No,94,8.9981,5.631211782,21.32-25-Mild,-2
2103,No,No,100,6.0032,5.631211782,21.32-25-Mild,-3
2104,No,No,100,6.0032,5.513428746,21.32-25-Mild,-3
2105,No,No,94,,5.375278408,22.14-25.76-Mild,-2
2106,No,No,94,11.0014,5.683579767,22.14-25.76-Mild,-2
2107,No,No,94,12.998,5.686975356,21.95-25.76-Mild,-2
2108,No,No,88,12.998,5.605802066,22.96-26.515-Mild,-2
2109,No,No,88,15.0013,5.717027701,22.96-26.515-Mild,-2
2110,No,No,94,8.9981,5.513428746,22.14-25.76-Mild,-3
2111,No,No,94,8.9981,5.056245805,22.14-25.76-Mild,-3
2112,No,No,94,15.0013,4.077537444,22.14-25.76-Mild,-3
2113,No,No,94,11.0014,3.258096538,21.95-25.76-Mild,-3
2114,No,No,100,12.998,3.784189634,21.32-25-Mild,-3
2115,No,No,100,0,3.663561646,21.95-25-Mild,-2
2116,No,No,100,7.0015,3.850147602,21.32-25-Mild,-2
2117,No,No,100,8.9981,3.912023005,21.32-25-Mild,-2
2118,No,No,100,0,3.465735903,21.32-25-Mild,-2
2119,No,No,100,0,2.564949357,21.32-25-Mild,-2
2120,No,No,100,7.0015,2.63905733,21.32-25-Mild,-3
2121,No,No,100,8.9981,2.833213344,21.32-25-Mild,-2
2122,No,No,100,8.9981,3.737669618,21.32-25.54-Mild,-2
2123,No,No,94,8.9981,4.248495242,22.14-25.76-Mild,-2
2124,No,No,83,16.9979,4.8978398,23.78-27.275-Mild,-1
2125,No,No,83,15.0013,5.420534999,21.95-27.275-Mild,-1
2126,No,No,78,15.0013,5.774551546,24.6-28.79-Mild,-1
2127,No,No,73,19.9995,5.905361848,25.42-29.545-Hot,-1
2128,No,No,73,19.0012,6.12249281,25.42-29.545-Hot,-1
2129,No,No,73,12.998,6.079933195,26.24-30.305-Hot,-1
2130,No,No,69,16.9979,6.12905021,27.06-31.06-Hot,-1
2131,No,No,69,16.9979,6.086774727,21.95-30.305-Mild,-1
2132,No,No,78,23.9994,5.97126184,21.95-26.515-Mild,-3
2133,No,No,78,16.9979,5.468060141,22.96-26.515-Mild,-1
2134,No,No,83,7.0015,5.442417711,22.96-26.515-Mild,-1
2135,No,No,88,0,5.252273428,22.14-25.76-Mild,-1
2136,No,No,88,0,5.017279837,22.14-25.76-Mild,-1
2137,No,No,83,0,4.762173935,22.96-26.515-Mild,-1
2138,No,No,88,15.0013,4.234106505,22.14-25.76-Mild,-1
2139,No,Yes,94,7.0015,3.63758616,21.32-25-Mild,-1
2140,No,Yes,94,8.9981,2.63905733,21.32-25-Mild,-1
2141,No,Yes,100,6.0032,2.564949357,20.5-24.24-Mild,-1
2142,No,Yes,94,11.0014,1.386294361,20.5-24.24-Mild,-1
2143,No,Yes,100,8.9981,1.791759469,20.5-24.24-Mild,-1
2144,No,Yes,93,12.998,3.044522438,20.5-24.24-Mild,-1
2145,No,Yes,88,11.0014,4.644390899,21.95-25-Mild,-1
2146,No,Yes,83,19.0012,5.605802066,21.32-25-Mild,-1
2147,No,Yes,73,19.9995,5.976350909,22.96-26.515-Mild,-1
2148,No,Yes,69,12.998,5.267858159,24.6-29.545-Mild,-1
2149,No,Yes,65,6.0032,4.718498871,25.42-30.305-Hot,-1
2150,No,Yes,57,0,5.220355825,26.24-31.06-Hot,-1
2151,No,Yes,54,6.0032,5.342334252,27.06-31.06-Hot,-1
2152,No,Yes,51,0,5.365976015,27.88-31.82-Hot,-1
2153,No,Yes,51,0,5.262690189,27.88-31.82-Hot,-1
2154,No,Yes,51,0,5.105945474,29.52-33.335-Hot,-1
2155,No,Yes,78,16.9979,5.420534999,24.6-28.79-Mild,-3
2156,No,Yes,88,15.0013,5.613128106,23.78-27.275-Mild,-1
2157,No,Yes,83,12.998,6.115892125,23.78-27.275-Mild,-3
2158,No,Yes,83,16.9979,5.730099783,23.78-25.53-Mild,-1
2159,No,Yes,83,,5.288267031,23.78-27.275-Mild,-1
2160,No,Yes,83,0,5.176149733,23.78-27.275-Mild,-1
2161,No,Yes,88,6.0032,4.844187086,22.96-26.515-Mild,-1
2162,No,Yes,88,6.0032,4.043051268,22.96-26.515-Mild,-1
2163,No,Yes,88,0,3.433987204,22.96-26.515-Mild,-2
2164,No,Yes,88,0,2.564949357,22.96-26.515-Mild,-3
2165,No,Yes,88,0,2.079441542,22.96-26.515-Mild,-3
2166,No,Yes,94,16.9979,1.386294361,21.94-25.76-Mild,-3
2167,No,Yes,94,16.9979,1.386294361,22.14-25.76-Mild,-3
2168,No,Yes,,16.9979,3.091042453,21.32-25-Mild,-3
2169,No,Yes,94,,3.891820298,21.32-25-Mild,-3
2170,No,Yes,94,16.9979,5.017279837,21.32-25-Mild,-2
2171,No,Yes,94,19.9995,5.84932478,21.32-25-Mild,-2
2172,No,Yes,88,16.9979,5.332718793,22.14-25.76-Mild,-2
2173,No,Yes,88,16.9979,4.644390899,22.14-25.76-Mild,-3
2174,No,Yes,83,27.9993,4.86753445,22.96-26.515-Mild,-2
2175,No,Yes,83,27.9993,5.030437921,22.96-26.515-Mild,-3
2176,No,Yes,88,22.0028,5.147494477,22.96-26.515-Mild,-2
2177,No,Yes,73,31.0009,5.214935758,25.42-29.545-Hot,-1
2178,No,Yes,69,30.0026,5.347107531,25.42-30.305-Hot,-1
2179,No,Yes,61,22.0028,5.669880923,25.42-30.305-Hot,-1
2180,No,Yes,65,27.9993,6.403574198,21.94-30.305-Mild,-1
2181,No,Yes,69,19.9995,6.173786104,24.6-29.545-Mild,-1
2182,No,Yes,69,16.9979,5.855071922,21.94-29.545-Mild,-1
2183,No,Yes,83,27.9993,5.645446898,23.78-27.275-Mild,-1
2184,No,Yes,88,16.9979,5.159055299,22.14-25.76-Mild,-1
2185,No,Yes,88,19.0012,4.584967479,22.14-25.76-Mild,-2
2186,No,Yes,88,16.9979,4.025351691,22.14-25.76-Mild,-2
2187,No,Yes,88,15.0013,3.135494216,22.14-25.76-Mild,-2
2188,No,Yes,88,16.9979,2.48490665,22.14-25.76-Mild,-2
2189,No,Yes,94,15.0013,1.791759469,21.32-25-Mild,-3
2190,No,Yes,94,19.9995,2.197224577,21.32-25-Mild,-3
2191,No,Yes,94,19.9995,1.098612289,21.32-25-Mild,-3
2192,No,Yes,100,15.0013,2.197224577,21.32-25-Mild,-1
2193,No,Yes,100,8.9981,4.615120517,21.32-25-Mild,-1
2194,No,Yes,88,12.998,5.613128106,22.14-25.76-Mild,-1
2195,No,Yes,88,19.0012,6.115892125,22.96-26.515-Mild,-1
2196,No,Yes,83,16.9979,5.308267697,22.96-26.515-Mild,-3
2197,No,Yes,88,19.0012,4.663439094,22.14-25.76-Mild,-3
2198,No,Yes,94,6.0032,3.135494216,22.14-25.76-Mild,-2
2199,No,Yes,94,19.9995,3.988984047,21.94-26.515-Mild,-1
2200,No,Yes,83,22.0028,4.804021045,22.96-26.515-Mild,-2
2201,No,Yes,78,19.0012,4.927253685,23.78-27.275-Mild,-2
2202,No,Yes,78,16.9979,5.117993812,24.6-28.79-Mild,-1
2203,No,Yes,73,12.998,5.683579767,24.6-29.545-Mild,-1
2204,No,Yes,69,8.9981,6.336825731,24.6-29.545-Mild,-1
2205,No,Yes,73,15.0013,6.192362489,24.6-29.545-Mild,-1
2206,No,Yes,88,8.9981,5.802118375,22.96-26.515-Mild,-3
2207,No,Yes,88,8.9981,5.361292166,22.96-26.515-Mild,-3
2208,No,Yes,88,0,4.442651256,21.32-25-Mild,-1
2209,No,Yes,83,0,4.762173935,21.32-25-Mild,-1
2210,No,Yes,94,6.0032,4.077537444,21.32-25-Mild,-1
2211,No,Yes,94,7.0015,3.36729583,21.32-25-Mild,-1
2212,No,Yes,94,0,1.791759469,20.5-24.24-Mild,-1
2213,No,Yes,94,0,2.708050201,21.93-24.24-Mild,-1
2214,No,Yes,100,0,1.386294361,19.68-23.485-Mild,-1
2215,No,Yes,94,0,1.609437912,19.68-23.485-Mild,-1
2216,No,Yes,94,0,3.258096538,19.68-23.485-Mild,-1
2217,No,Yes,94,0,4.634728988,20.5-24.24-Mild,-2
2218,No,Yes,100,0,5.549076085,20.5-24.24-Mild,-2
2219,No,Yes,88,0,6.188264123,21.32-25-Mild,-2
2220,No,Yes,88,6.0032,5.375278408,22.14-25.76-Mild,-2
2221,No,Yes,83,0,4.86753445,22.14-25.76-Mild,-2
2222,No,Yes,88,11.0014,5.099866428,22.14-25.76-Mild,-3
2223,No,Yes,78,7.0015,5.123963979,21.94-27.275-Mild,-2
2224,No,Yes,64,16.9979,5.209486153,23.78-27.275-Mild,-3
2225,No,Yes,73,12.998,5.192956851,22.14-25.76-Mild,-3
2226,No,Yes,78,11.0014,5.236441963,22.96-26.515-Mild,-1
2227,No,Yes,64,12.998,5.710427017,21.93-27.275-Mild,-1
2228,No,Yes,78,11.0014,6.304448802,22.96-26.515-Mild,-1
2229,No,Yes,55,11.0014,6.240275845,24.6-31.06-Mild,-1
2230,No,Yes,60,8.9981,6.01615716,23.78-27.275-Mild,-1
2231,No,Yes,77,19.0012,5.641907071,21.93-25.76-Mild,-1
2232,No,Yes,77,19.0012,5.342334252,21.93-25.76-Mild,-1
2233,No,Yes,82,19.9995,4.369447852,20.5-24.24-Mild,-3
2234,No,Yes,94,0,4.276666119,19.68-23.485-Mild,-1
2235,No,Yes,79,11.0014,3.526360525,28.7-33.335-Hot,-1
2236,No,Yes,84,16.9979,2.833213344,28.7-33.335-Hot,-1
2237,No,Yes,79,11.0014,1.098612289,28.7-33.335-Hot,-1
2238,No,Yes,89,12.998,1.791759469,27.88-31.82-Hot,-1
2239,No,Yes,89,15.0013,1.386294361,27.88-31.82-Hot,-2
2240,No,Yes,89,6.0032,3.044522438,27.06-29.545-Hot,-2
2241,No,Yes,89,6.0032,4.852030264,27.88-31.82-Hot,-2
2242,No,Yes,79,11.0014,5.648974238,21.93-33.335-Mild,-2
2243,No,Yes,79,12.998,6.118097198,29.52-34.85-Hot,-2
2244,No,Yes,74,15.0013,5.332718793,30.34-35.605-Hot,-2
2245,No,Yes,75,16.9979,4.744932128,31.16-37.12-Hot,-2
2246,No,Yes,59,15.0013,4.718498871,33.62-40.15-Hot,-2
2247,No,Yes,53,0,5.129898715,35.26-41.665-Hot,-1
2248,No,Yes,37,12.998,5.036952602,36.9-40.91-Hot,-1
2249,No,Yes,37,16.9979,4.976733742,36.9-40.91-Hot,-1
2250,No,Yes,39,19.9995,5.023880521,36.9-41.665-Hot,-1
2251,No,Yes,47,19.9995,5.583496309,21.91-40.15-Mild,-1
2252,No,Yes,47,19.9995,6.186208624,35.26-40.15-Hot,-1
2253,No,Yes,56,26.0027,5.733341277,33.62-39.395-Hot,-3
2254,No,Yes,79,11.0014,5.575949103,30.34-35.605-Hot,-2
2255,No,Yes,79,16.9979,5.545177444,30.34-35.605-Hot,-2
2256,No,Yes,70,19.0012,5.247024072,30.34-34.85-Hot,-1
2257,No,Yes,66,8.9981,4.859812404,30.34-34.85-Hot,-1
2258,No,Yes,51,11.0014,4.234106505,21.9-33.335-Mild,-1
2259,No,Yes,40,23.9994,3.737669618,21.9-32.575-Mild,-1
2260,No,Yes,38,7.0015,2.708050201,29.52-32.575-Hot,-1
2261,No,Yes,39,0,1.791759469,28.7-31.82-Hot,-1
2262,No,Yes,44,,1.386294361,27.06-31.06-Hot,-1
2263,No,Yes,41,12.998,1.098612289,27.06-31.06-Hot,-1
2264,No,Yes,39,15.0013,3.433987204,27.06-31.06-Hot,-1
2265,No,Yes,39,8.9981,4.727387819,27.06-31.06-Hot,-1
2266,No,Yes,34,16.9979,5.717027701,21.89-31.82-Mild,-1
2267,No,Yes,32,19.9995,6.146329258,28.7-31.82-Hot,-1
2268,No,Yes,26,23.9994,5.416100402,29.52-31.82-Hot,-1
2269,No,Yes,28,32.9975,4.934473933,29.52-32.575-Hot,-1
2270,No,Yes,28,26.0027,5.105945474,21.89-32.575-Mild,-1
2271,No,Yes,25,31.0009,5.446737372,31.16-33.335-Hot,-1
2272,No,Yes,24,23.9994,5.313205979,32.8-34.09-Hot,-1
2273,No,Yes,24,22.0028,5.220355825,31.98-33.335-Hot,-1
2274,No,Yes,21,26.0027,5.236441963,32.8-34.09-Hot,-1
2275,No,Yes,22,32.9975,5.762051383,32.8-34.09-Hot,-1
2276,No,Yes,20,35.0008,6.349138991,31.16-32.575-Hot,-1
2277,No,Yes,22,26.0027,6.263398263,30.34-32.575-Hot,-1
2278,No,Yes,23,19.9995,5.937536205,29.52-31.82-Hot,-1
2279,No,Yes,24,12.998,5.82008293,28.7-31.82-Hot,-1
2280,No,Yes,31,12.998,5.513428746,21.87-31.06-Mild,-1
2281,No,Yes,,16.9979,5.043425117,26.24-31.06-Hot,-1
2282,No,Yes,35,15.0013,4.718498871,25.42-31.06-Hot,-1
2283,No,Yes,38,,4.219507705,25.42-31.06-Hot,-1
2284,No,Yes,38,23.9994,3.091042453,24.6-31.06-Mild,-1
2285,No,Yes,43,15.0013,2.48490665,22.96-26.515-Mild,-1
2286,No,Yes,49,15.0013,1.609437912,22.14-25.76-Mild,-1
2287,No,Yes,48,22.0028,1.791759469,21.32-25-Mild,-1
2288,No,Yes,48,23.9994,3.33220451,21.87-25-Mild,-1
2289,No,Yes,45,19.9995,4.663439094,22.14-25.76-Mild,-1
2290,No,Yes,45,16.9979,5.624017506,22.14-25.76-Mild,-1
2291,No,Yes,43,22.0028,6.21860012,22.96-26.515-Mild,-2
2292,No,Yes,40,11.0014,5.438079309,23.78-27.275-Mild,-1
2293,No,Yes,33,16.9979,5.081404365,25.42-31.06-Hot,-1
2294,No,Yes,31,,5.257495372,26.24-31.06-Hot,-1
2295,No,Yes,27,19.0012,5.556828062,27.06-31.06-Hot,-1
2296,No,Yes,26,16.9979,5.513428746,27.88-31.06-Hot,-1
2297,No,Yes,28,19.0012,5.480638923,21.87-31.82-Mild,-1
2298,No,Yes,28,19.0012,5.356586275,28.7-31.82-Hot,-1
2299,No,Yes,26,22.0028,5.855071922,29.52-31.82-Hot,-1
2300,No,Yes,25,19.0012,6.324358962,29.52-31.82-Hot,-1
2301,No,Yes,24,19.9995,6.335054251,28.7-31.82-Hot,-1
2302,No,Yes,26,19.0012,5.96870756,27.88-31.06-Hot,-1
2303,No,Yes,29,11.0014,5.680172609,26.24-31.06-Hot,-1
2304,No,Yes,29,7.0015,5.509388337,26.24-31.06-Hot,-1
2305,No,Yes,35,0,5.141663557,25.42-31.06-Hot,-1
2306,No,Yes,46,7.0015,5.141663557,23.78-27.275-Mild,-1
2307,No,No,52,0,4.532599493,22.96-26.515-Mild,-1
2308,No,No,64,7.0015,4.543294782,21.86-25.76-Mild,-1
2309,No,No,56,12.998,4.077537444,22.14-25.76-Mild,-1
2310,No,No,59,7.0015,2.890371758,21.32-25-Mild,-1
2311,No,No,59,6.0032,2.708050201,21.32-25-Mild,-1
2312,No,No,64,0,2.079441542,20.5-24.24-Mild,-1
2313,No,No,60,0,3.33220451,22.14-25.76-Mild,-1
2314,No,No,56,0,4.465908119,21.86-26.515-Mild,-1
2315,No,No,46,6.0032,4.828313737,21.86-31.06-Mild,-1
2316,No,No,43,8.9981,5.411646052,25.42-31.06-Hot,-1
2317,No,No,38,7.0015,5.758901774,26.24-31.06-Hot,-1
2318,No,No,36,8.9981,5.910796644,27.06-31.06-Hot,-1
2319,No,No,32,11.0014,6.040254711,28.7-31.82-Hot,-1
2320,No,No,28,8.9981,6.12249281,30.34-32.575-Hot,-1
2321,No,No,33,15.0013,6.11146734,30.34-32.575-Hot,-1
2322,No,No,27,27.9993,6.001414878,30.34-32.575-Hot,-2
2323,No,No,30,8.9981,6.086774727,29.52-32.575-Hot,-2
2324,No,No,34,16.9979,5.840641657,29.52-32.575-Hot,-2
2325,No,No,30,11.0014,5.831882477,30.34-32.575-Hot,-2
2326,No,No,39,6.0032,5.65248918,28.7-31.82-Hot,-2
2327,No,No,48,6.0032,5.476463552,21.84-32.575-Mild,-2
2328,No,No,47,7.0015,5.220355825,27.06-31.06-Hot,-2
2329,No,No,57,15.0013,5.247024072,26.24-31.06-Hot,-1
2330,No,No,57,0,5.010635294,26.24-31.06-Hot,-2
2331,No,No,57,6.0032,4.727387819,26.24-31.06-Hot,-1
2332,No,No,61,11.0014,4.564348191,26.24-31.06-Hot,-2
2333,No,No,61,11.0014,4.158883083,26.24-31.06-Hot,-2
2334,No,No,65,11.0014,3.850147602,21.84-30.305-Mild,-2
2335,No,No,65,11.0014,2.48490665,25.42-30.305-Hot,-2
2336,No,No,61,8.9981,1.791759469,25.42-30.305-Hot,-2
2337,No,No,61,7.0015,3.044522438,25.42-30.305-Hot,-2
2338,No,No,73,16.9979,3.295836866,24.6-29.545-Mild,-2
2339,No,No,73,16.9979,4.584967479,24.6-29.545-Mild,-2
2340,No,No,78,12.998,5.099866428,21.84-28.79-Mild,-2
2341,No,No,73,6.0032,5.525452939,25.42-29.545-Hot,-2
2342,No,No,69,7.0015,5.814130532,21.84-30.305-Mild,-2
2343,No,No,69,7.0015,5.814130532,21.84-30.305-Mild,-2
2344,No,No,65,7.0015,5.905361848,27.06-31.06-Hot,-1
2345,No,No,58,11.0014,5.953243334,28.7-32.575-Hot,-1
2346,No,No,54,0,6.033086222,28.7-32.575-Hot,-1
2347,No,No,51,6.0032,5.986452005,21.83-33.335-Mild,-1
2348,No,No,51,0,5.966146739,30.34-33.335-Hot,-1
2349,No,No,58,7.0015,5.894402834,21.83-32.575-Mild,-1
2350,No,No,65,11.0014,5.877735782,27.88-31.82-Hot,-1
2351,No,No,69,12.998,5.631211782,27.06-31.06-Hot,-1
2352,No,No,73,11.0014,5.105945474,26.24-30.305-Hot,-1
2353,No,No,78,15.0013,4.86753445,26.24-29.545-Hot,-1
2354,No,No,78,8.9981,4.454347296,25.42-29.545-Hot,-1
2355,No,Yes,78,8.9981,3.36729583,25.42-29.545-Hot,-1
2356,No,Yes,83,8.9981,2.63905733,24.6-28.03-Mild,-1
2357,No,Yes,88,7.0015,2.079441542,23.78-27.275-Mild,-1
2358,No,Yes,88,0,1.609437912,23.78-27.275-Mild,-1
2359,No,Yes,94,7.0015,2.079441542,22.96-26.515-Mild,-1
2360,No,Yes,88,6.0032,3.433987204,22.96-26.515-Mild,-1
2361,No,Yes,88,0,4.718498871,23.78-27.275-Mild,-1
2362,No,Yes,78,7.0015,5.700443573,25.42-29.545-Hot,-1
2363,No,Yes,73,6.0032,6.08221891,26.24-30.305-Hot,-1
2364,No,Yes,58,11.0014,5.236441963,28.7-32.575-Hot,-1
